case:concept:name,prefix,k,label,base_case_id,LPMs_binary,LPMs_frequency,LPMs_list
Case235_22,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c.,22,deviant,Case235,"[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ]"
Case235_23,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c.,23,deviant,Case235,"[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ]"
Case235_24,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c.,24,deviant,Case235,"[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ]"
Case235_25,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10,25,deviant,Case235,"[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ]"
Case235_26,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10,26,deviant,Case235,"[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ]"
Case235_27,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c.,27,deviant,Case235,"[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ]"
Case235_28,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c.,28,deviant,Case235,"[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ]"
Case235_29,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10,29,deviant,Case235,"[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ]"
Case235_3,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c.,3,deviant,Case235,"[ 0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 ,   0 ,   0 ]"
Case235_30,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10,30,deviant,Case235,"[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ]"
Case235_31,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 milling---machine-16,31,deviant,Case235,"[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ]"
Case235_32,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 milling---machine-16 milling---machine-16,32,deviant,Case235,"[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ]"
Case235_4,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c.,4,deviant,Case235,"[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 ,   0 ,   0 ,   0 ]"
Case235_5,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10,5,deviant,Case235,"[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 ,   0 ,   0 ,   0 ,   0 ]"
Case235_6,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10,6,deviant,Case235,"[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 ,   0 ,   0 ,   0 ,   0 ,   0 ]"
Case235_7,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10,7,deviant,Case235,"[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ]"
Case235_8,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10,8,deviant,Case235,"[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ]"
Case235_9,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10,9,deviant,Case235,"[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ]"
Case237,turning-&-milling-q.c. turning-&-milling-q.c.,2,deviant,Case237,"[ 0 . 0 ,   0 . 0 ]","[ 0 . 0 ,   0 . 0 ]","[ 0 ,   0 ]"
Case237_3,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4,3,deviant,Case237,"[ 0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 ,   0 ,   0 ]"
Case237_4,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4,4,deviant,Case237,"[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 ,   0 ,   0 ,   0 ]"
Case237_5,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c.,5,deviant,Case237,"[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 ,   0 ,   0 ,   0 ,   0 ]"
Case237_6,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c.,6,deviant,Case237,"[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 ,   0 ,   0 ,   0 ,   0 ,   0 ]"
Case238,turning-&-milling---machine-4 turning-&-milling---machine-4,2,deviant,Case238,"[ 0 . 0 ,   0 . 0 ]","[ 0 . 0 ,   0 . 0 ]","[ 0 ,   0 ]"
Case238_10,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4,10,deviant,Case238,"[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ,   0 . 0 ]","[ 0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ]"
